experiment,depth,width,repetition,epoch,loss,val_loss,sparsity
simplegrid1,7,3,1,40,0.05649944022297859,0.05704346299171448,"{'weight_avg': [0.13694241642951965, -0.6266518831253052, -0.23997460305690765, 0.056682005524635315, -0.036411866545677185, -0.15264470875263214, -0.11407335847616196, -0.17571984231472015], 'bias_avg': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.4220111072063446]}"
simplegrid1,7,3,1,0,0.06580294668674469,0.0651027262210846,"{'weight_avg': [0.13694241642951965, -0.6266518831253052, -0.23997460305690765, 0.056682005524635315, -0.036411866545677185, -0.15264470875263214, -0.11407335847616196, -0.17571984231472015], 'bias_avg': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.06309643387794495]}"
simplegrid1,7,3,0,80,0.017806390300393105,0.0177178755402565,"{'weight_avg': [0.13639698922634125, -0.16564297676086426, 0.41203972697257996, 0.07140859961509705, -0.5978973507881165, 0.018500328063964844, 0.48158612847328186, 0.2845408618450165], 'bias_avg': [0.1363171637058258, 0.11487770080566406, -0.033518124371767044, -0.07625223696231842, -0.003871283261105418, -0.003699751803651452, -0.2038084864616394, 1.69498872756958]}"
simplegrid1,7,3,0,20,0.021457714959979057,0.021691758185625076,"{'weight_avg': [0.12438693642616272, -0.1746475100517273, 0.39468494057655334, 0.07234600186347961, -0.46768543124198914, 0.010032415390014648, 0.4758697748184204, -0.14196763932704926], 'bias_avg': [0.14377032220363617, 0.10633266717195511, -0.0420016348361969, -0.04626329615712166, -0.01473983097821474, -0.014691132120788097, -0.08725481480360031, 0.6588900089263916]}"
simplegrid1,7,3,0,60,0.01824948564171791,0.018306085839867592,"{'weight_avg': [0.13433586061000824, -0.16804319620132446, 0.411620557308197, 0.07455064356327057, -0.5753960013389587, 0.016876591369509697, 0.47975772619247437, 0.11971348524093628], 'bias_avg': [0.13959144055843353, 0.1132686659693718, -0.03721660003066063, -0.08206465095281601, -0.007223410066217184, -0.0071106539107859135, -0.16785156726837158, 1.4703394174575806]}"
simplegrid1,7,3,0,40,0.018959641456604004,0.018925275653600693,"{'weight_avg': [0.13377736508846283, -0.17099347710609436, 0.4069083333015442, 0.07528845220804214, -0.5335094332695007, 0.0146032040938735, 0.4792189598083496, -0.01490067970007658], 'bias_avg': [0.1430688351392746, 0.10910246521234512, -0.04091287776827812, -0.07390295714139938, -0.011347993277013302, -0.011291238479316235, -0.12900285422801971, 1.1504528522491455]}"
simplegrid1,7,3,0,0,0.06382223963737488,0.06102071329951286,"{'weight_avg': [0.00011652211105683818, -0.14155501127243042, 0.20450972020626068, 0.021475426852703094, -0.44135013222694397, -0.04065781831741333, 0.46873605251312256, 0.003018100978806615], 'bias_avg': [-0.013285842724144459, 0.026412228122353554, 0.004944879561662674, -0.006122471299022436, 0.011326485313475132, 0.011158623732626438, -0.014539542607963085, -0.059013985097408295]}"
simplegrid1,7,7,1,80,0.015188619494438171,0.016712736338377,"{'weight_avg': [0.07733511179685593, 0.12034537643194199, 0.05316229909658432, -0.05927063524723053, -0.013510667718946934, 0.03658116236329079, 0.09413541853427887, -0.008534610271453857], 'bias_avg': [-0.0008287014788948, 0.043882500380277634, 0.019138991832733154, 0.004554339684545994, -0.02532004937529564, 0.07031029462814331, 0.03389648348093033, 0.1868293136358261]}"
simplegrid1,7,7,1,20,0.016984721645712852,0.01769424043595791,"{'weight_avg': [0.07098205387592316, 0.13506856560707092, 0.09307581186294556, -0.0547700934112072, -0.02219044417142868, 0.022935619577765465, 0.08945930004119873, -0.01279816497117281], 'bias_avg': [0.010718496516346931, 0.020183568820357323, 0.026412060484290123, 0.002033904194831848, -0.010652401484549046, 0.06854648143053055, 0.031534381210803986, 0.17407652735710144]}"
simplegrid1,7,7,1,60,0.015674153342843056,0.016961518675088882,"{'weight_avg': [0.07919342815876007, 0.132610484957695, 0.0621790885925293, -0.05603548139333725, -0.01614304818212986, 0.040128037333488464, 0.09152966737747192, -0.009943255223333836], 'bias_avg': [0.003174447687342763, 0.039912354201078415, 0.020760569721460342, 0.003790787188336253, -0.02020782046020031, 0.06551586836576462, 0.03264724835753441, 0.1871485412120819]}"
simplegrid1,7,7,1,40,0.016361713409423828,0.017435945570468903,"{'weight_avg': [0.07787512242794037, 0.14859402179718018, 0.07595408707857132, -0.053610723465681076, -0.01914048194885254, 0.03555844724178314, 0.08992976695299149, -0.010219352319836617], 'bias_avg': [0.008373874239623547, 0.026588767766952515, 0.025184860453009605, 0.0030924114398658276, -0.01975393109023571, 0.06402595341205597, 0.031972870230674744, 0.18491090834140778]}"
simplegrid1,7,7,1,0,0.05434514954686165,0.05355186387896538,"{'weight_avg': [0.02812192216515541, 0.1268945336341858, 0.0775245875120163, -0.06370935589075089, -0.005835765972733498, -0.040005337446928024, 0.07400698959827423, -0.1399693638086319], 'bias_avg': [-0.0027456595562398434, 0.007519274950027466, 0.005297116935253143, 0.0007483839872293174, 0.005151941906660795, -0.00020329546532593668, -0.0018280951771885157, -0.0011706703808158636]}"
simplegrid1,7,7,0,80,0.015769457444548607,0.016026165336370468,"{'weight_avg': [0.0759599581360817, 0.049315065145492554, 0.021521590650081635, 0.21151696145534515, 0.032500505447387695, 0.09138057380914688, 0.043276749551296234, -0.1384814977645874], 'bias_avg': [0.12517763674259186, 0.04682684689760208, 0.06402280181646347, 0.01661239191889763, 0.08443863689899445, 0.08742020279169083, 0.05324254557490349, 0.13217991590499878]}"
simplegrid1,7,7,0,20,0.01669968105852604,0.016824105754494667,"{'weight_avg': [0.08796001225709915, 0.039032112807035446, 0.029992535710334778, 0.2079622894525528, 0.02101377584040165, 0.061773188412189484, 0.039860062301158905, -0.1426336020231247], 'bias_avg': [0.10504471510648727, 0.036989856511354446, 0.052309103310108185, 0.02279888093471527, 0.08804834634065628, 0.0785389095544815, 0.04707035794854164, 0.1152142733335495]}"
simplegrid1,7,7,0,60,0.016074657440185547,0.016165031120181084,"{'weight_avg': [0.0842769667506218, 0.04525876045227051, 0.024736398831009865, 0.2091558575630188, 0.030391067266464233, 0.08359888941049576, 0.04256458207964897, -0.139556422829628], 'bias_avg': [0.11576198041439056, 0.04320630803704262, 0.05866227671504021, 0.016683336347341537, 0.08538184314966202, 0.08555829524993896, 0.05186419561505318, 0.12859664857387543]}"
simplegrid1,7,7,0,40,0.01643954962491989,0.0164012648165226,"{'weight_avg': [0.08692175894975662, 0.04329976439476013, 0.02565789222717285, 0.21082420647144318, 0.026665344834327698, 0.07327002286911011, 0.04149852320551872, -0.14139793813228607], 'bias_avg': [0.10958676785230637, 0.0405857190489769, 0.051605839282274246, 0.019709022715687752, 0.08632685244083405, 0.082356296479702, 0.04974139481782913, 0.12221453338861465]}"
simplegrid1,7,7,0,0,0.05982661992311478,0.05470642074942589,"{'weight_avg': [0.015143397264182568, 0.019829848781228065, 0.011817649938166142, 0.1658449023962021, -0.050765931606292725, -0.020202841609716415, 0.002746678190305829, -0.20916417241096497], 'bias_avg': [0.010465877130627632, 0.01399792917072773, 0.02178872562944889, 0.004365690518170595, 0.010422146879136562, 0.009688345715403557, 0.009440473280847073, -0.034675683826208115]}"
simplegrid1,11,11,1,80,0.014071660116314888,0.01351683959364891,"{'weight_avg': [-0.026872990652918816, 0.08123379945755005, 0.009489589370787144, 0.00904911570250988, -0.03970929607748985, -0.02970435470342636, 0.05404007062315941, 0.06446779519319534, 0.06058482825756073, 0.0056914533488452435, 0.04842895269393921, -0.16257856786251068], 'bias_avg': [0.04079446941614151, -0.001051797065883875, 0.0010309605859220028, 0.00809949729591608, 0.0041082464158535, 0.0161276888102293, 0.013997755013406277, 0.014706670306622982, 0.01437239721417427, 0.010280936025083065, 0.03840455040335655, 1.0579050779342651]}"
simplegrid1,11,11,1,20,0.01834481954574585,0.017424972727894783,"{'weight_avg': [-0.026809031143784523, 0.055224139243364334, 0.006372181698679924, 0.010183149017393589, -0.04375702887773514, -0.013490079902112484, 0.04075091332197189, 0.03729814663529396, 0.06327757984399796, 0.02859518863260746, 0.015724586322903633, -0.2825244665145874], 'bias_avg': [0.041961606591939926, 0.005107831675559282, 0.0011639323784038424, 0.015472612343728542, 0.011657092720270157, 0.015713203698396683, 0.01057432871311903, 0.008850764483213425, -0.0016187723958864808, -0.010308333672583103, -0.01154487393796444, 0.8124232292175293]}"
simplegrid1,11,11,1,60,0.014218015596270561,0.013604351319372654,"{'weight_avg': [-0.02634548395872116, 0.07511784136295319, 0.009613935835659504, 0.010220748372375965, -0.043377216905355453, -0.021046467125415802, 0.05805402621626854, 0.06269514560699463, 0.0621633380651474, 0.009300010278820992, 0.049731701612472534, -0.16471947729587555], 'bias_avg': [0.040056660771369934, -0.00010271505743730813, -0.001630062353797257, 0.008143560029566288, 0.008347250521183014, 0.019603684544563293, 0.013955950736999512, 0.01490195095539093, 0.017048116773366928, 0.016168763861060143, 0.038428958505392075, 1.059375524520874]}"
simplegrid1,11,11,1,40,0.01494685560464859,0.014020639471709728,"{'weight_avg': [-0.025516672059893608, 0.06358815729618073, 0.0061196694150567055, 0.009646098129451275, -0.043580956757068634, -0.015792900696396828, 0.05474378168582916, 0.05334767326712608, 0.06121549382805824, 0.013450343161821365, 0.04792199656367302, -0.16685985028743744], 'bias_avg': [0.041172776371240616, 0.003156913910061121, -0.0011669566156342626, 0.009760208427906036, 0.009861485101282597, 0.02016535960137844, 0.011592420749366283, 0.013774535618722439, 0.016775013878941536, 0.020356299355626106, 0.03886290639638901, 1.0582427978515625]}"
simplegrid1,11,11,1,0,0.05662836506962776,0.047776952385902405,"{'weight_avg': [-0.037573084235191345, 0.05547574907541275, 0.013421094976365566, 0.002250297460705042, -0.0446915403008461, -0.01839103177189827, 0.03143494576215744, 0.030967649072408676, 0.05631512403488159, 0.020624598488211632, 0.012273795902729034, -0.26622459292411804], 'bias_avg': [0.0111878402531147, 0.0027110485825687647, 0.003803953528404236, 0.014256277121603489, 0.0083205197006464, 0.007016809657216072, 0.01274013239890337, 0.009202362969517708, -0.0012951530516147614, 0.005708934273570776, 0.007790672592818737, -0.023438364267349243]}"
simplegrid1,11,11,0,80,0.014334036968648434,0.013985698111355305,"{'weight_avg': [0.025576023384928703, 0.051608793437480927, 0.017914295196533203, 0.014247074723243713, 0.0016187027795240283, 0.03935156762599945, 0.08279655128717422, 0.08247256278991699, 0.022783854976296425, -0.019415508955717087, 0.017244011163711548, 0.06348732113838196], 'bias_avg': [0.06178825721144676, -0.0005659973830915987, -0.005541270598769188, 0.028001021593809128, 0.009227761067450047, 0.01780613511800766, 0.0298628993332386, 0.0227822232991457, 0.012762760743498802, 0.028574975207448006, 0.012041431851685047, -0.05769475921988487]}"
simplegrid1,11,11,0,20,0.016282375901937485,0.015457476489245892,"{'weight_avg': [0.037970300763845444, 0.04891052469611168, 0.021911129355430603, 0.01384307723492384, 0.006866190116852522, 0.0332975834608078, 0.07763459533452988, 0.081568643450737, 0.022019173949956894, -0.022310679778456688, 0.025135992094874382, 0.06310972571372986], 'bias_avg': [0.04706817492842674, 0.005952741019427776, 0.005497780162841082, 0.03261189162731171, 0.019931577146053314, 0.02057729847729206, 0.0325436033308506, 0.022653408348560333, 0.01609690673649311, 0.02392142452299595, 0.016379814594984055, -0.04475351423025131]}"
simplegrid1,11,11,0,60,0.014813415706157684,0.014415687881410122,"{'weight_avg': [0.027828169986605644, 0.05152697116136551, 0.018523715436458588, 0.01170294638723135, 0.003829789813607931, 0.03703649342060089, 0.0819682776927948, 0.0824558436870575, 0.024058841168880463, -0.019949404522776604, 0.01934519037604332, 0.07327652722597122], 'bias_avg': [0.05997534841299057, 0.003487992100417614, -0.001784921740181744, 0.03143562749028206, 0.014259264804422855, 0.018811501562595367, 0.030337510630488396, 0.022696303203701973, 0.014252769760787487, 0.027369320392608643, 0.012106635607779026, -0.05390101298689842]}"
simplegrid1,11,11,0,40,0.015378490090370178,0.014539944007992744,"{'weight_avg': [0.03146597743034363, 0.050574891269207, 0.01943340338766575, 0.010360782034695148, 0.006317912135273218, 0.03519214689731598, 0.07963188737630844, 0.08228955417871475, 0.023038428276777267, -0.01998172327876091, 0.021852659061551094, 0.06774693727493286], 'bias_avg': [0.05575473606586456, 0.00547603378072381, 0.0005048347520641983, 0.03157345950603485, 0.017274335026741028, 0.02050369791686535, 0.03138308227062225, 0.02256976254284382, 0.015153774991631508, 0.025681281462311745, 0.013576636090874672, -0.047902271151542664]}"
simplegrid1,11,11,0,0,0.055086649954319,0.035035938024520874,"{'weight_avg': [0.03446130082011223, 0.047400884330272675, 0.008533190004527569, 0.0057710930705070496, -0.002785349264740944, 0.014909028075635433, 0.0602216012775898, 0.07160336524248123, 0.013621143065392971, -0.025746552273631096, 0.022822463884949684, 0.05976848304271698], 'bias_avg': [0.029974915087223053, 0.004593308549374342, 0.007015664596110582, 0.018484756350517273, 0.010224505327641964, 0.005853651091456413, 0.018929481506347656, 0.01652386412024498, 0.012295885942876339, 0.015534290112555027, 0.010960341431200504, -0.04493049904704094]}"
simplegrid1,11,3,1,80,0.05640614777803421,0.05742679908871651,"{'weight_avg': [0.015113105066120625, 0.0489395447075367, 0.13607938587665558, -0.219879150390625, 0.3039460778236389, 0.08449045568704605, 0.2687482535839081, 0.09829971194267273, -0.11601773649454117, 0.13100463151931763, 0.1970861256122589, 0.7942593693733215], 'bias_avg': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.4220970571041107]}"
simplegrid1,11,3,1,20,0.05640321969985962,0.05742635577917099,"{'weight_avg': [0.015113105066120625, 0.0489395447075367, 0.13607938587665558, -0.219879150390625, 0.3039460778236389, 0.08449045568704605, 0.2687482535839081, 0.09829971194267273, -0.11601773649454117, 0.13100463151931763, 0.1970861256122589, 0.7942593693733215], 'bias_avg': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.4228155016899109]}"
simplegrid1,11,3,1,60,0.056404486298561096,0.05742628127336502,"{'weight_avg': [0.015113105066120625, 0.0489395447075367, 0.13607938587665558, -0.219879150390625, 0.3039460778236389, 0.08449045568704605, 0.2687482535839081, 0.09829971194267273, -0.11601773649454117, 0.13100463151931763, 0.1970861256122589, 0.7942593693733215], 'bias_avg': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.4229515492916107]}"
simplegrid1,11,3,1,40,0.05640376731753349,0.0574263259768486,"{'weight_avg': [0.015113105066120625, 0.0489395447075367, 0.13607938587665558, -0.219879150390625, 0.3039460778236389, 0.08449045568704605, 0.2687482535839081, 0.09829971194267273, -0.11601773649454117, 0.13100463151931763, 0.1970861256122589, 0.7942593693733215], 'bias_avg': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.4228804409503937]}"
simplegrid1,11,3,1,0,0.06573294848203659,0.06546581536531448,"{'weight_avg': [0.015113105066120625, 0.0489395447075367, 0.13607938587665558, -0.219879150390625, 0.3039460778236389, 0.08449045568704605, 0.2687482535839081, 0.09829971194267273, -0.11601773649454117, 0.13100463151931763, 0.1970861256122589, 0.7942593693733215], 'bias_avg': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.06279387325048447]}"
simplegrid1,11,3,0,80,0.056729160249233246,0.05613120272755623,"{'weight_avg': [-0.02456062100827694, 0.02893972396850586, -0.33506447076797485, -0.0006104310159571469, 0.03936632350087166, -0.11066702008247375, 0.0933682918548584, 0.0832429975271225, 0.0910060703754425, -0.26168903708457947, 0.16731375455856323, -0.21402399241924286], 'bias_avg': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.41882258653640747]}"
simplegrid1,11,3,0,20,0.05672913417220116,0.05613141134381294,"{'weight_avg': [-0.02456062100827694, 0.02893972396850586, -0.33506447076797485, -0.0006104310159571469, 0.03936632350087166, -0.11066702008247375, 0.0933682918548584, 0.0832429975271225, 0.0910060703754425, -0.26168903708457947, 0.16731375455856323, -0.21402399241924286], 'bias_avg': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.4187409281730652]}"
simplegrid1,11,3,0,60,0.05672912672162056,0.05613003298640251,"{'weight_avg': [-0.02456062100827694, 0.02893972396850586, -0.33506447076797485, -0.0006104310159571469, 0.03936632350087166, -0.11066702008247375, 0.0933682918548584, 0.0832429975271225, 0.0910060703754425, -0.26168903708457947, 0.16731375455856323, -0.21402399241924286], 'bias_avg': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.4192778766155243]}"
simplegrid1,11,3,0,40,0.05672837048768997,0.05613249912858009,"{'weight_avg': [-0.02456062100827694, 0.02893972396850586, -0.33506447076797485, -0.0006104310159571469, 0.03936632350087166, -0.11066702008247375, 0.0933682918548584, 0.0832429975271225, 0.0910060703754425, -0.26168903708457947, 0.16731375455856323, -0.21402399241924286], 'bias_avg': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.41832804679870605]}"
simplegrid1,11,3,0,0,0.0658574253320694,0.06469983607530594,"{'weight_avg': [-0.02456062100827694, 0.02893972396850586, -0.33506447076797485, -0.0006104310159571469, 0.03936632350087166, -0.11066702008247375, 0.0933682918548584, 0.0832429975271225, 0.0910060703754425, -0.26168903708457947, 0.16731375455856323, -0.21402399241924286], 'bias_avg': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.06360601633787155]}"
simplegrid1,11,7,1,80,0.01649796962738037,0.016570203006267548,"{'weight_avg': [0.13166067004203796, 0.004816025495529175, 0.03342843055725098, -0.047106411308050156, -0.04208309203386307, 0.08479283004999161, 0.057377684861421585, 0.06827335804700851, 0.060904279351234436, 0.12567055225372314, -0.006136157549917698, -0.06790236383676529], 'bias_avg': [0.012962025590240955, -0.018786029890179634, 0.003761272644624114, 0.006465856451541185, 0.00877802912145853, 0.022286104038357735, 0.02825017459690571, 0.03284401446580887, 0.02372685633599758, 0.028911437839269638, -0.020046964287757874, 1.7119114398956299]}"
simplegrid1,11,7,1,20,0.0198938250541687,0.020098645240068436,"{'weight_avg': [0.13724076747894287, 0.012994739226996899, 0.04542851820588112, -0.0459720641374588, -0.03138319402933121, 0.07692039757966995, 0.04810437560081482, 0.06662560254335403, 0.05722125247120857, 0.12133532762527466, 0.002029239432886243, -0.07355090230703354], 'bias_avg': [0.014509848318994045, -0.006926503032445908, 0.000924158317502588, 0.014988365583121777, 0.011718529276549816, 0.021071042865514755, 0.027514366433024406, 0.022660495713353157, 0.013108120299875736, 0.012259763665497303, -0.020142119377851486, 0.7869672179222107]}"
simplegrid1,11,7,1,60,0.01703033223748207,0.017743000760674477,"{'weight_avg': [0.1347850114107132, 0.008735754527151585, 0.03569899499416351, -0.048847585916519165, -0.036675456911325455, 0.08278267085552216, 0.05308305099606514, 0.0672307088971138, 0.05955556035041809, 0.12657563388347626, -0.0008877254440449178, -0.07047621160745621], 'bias_avg': [0.016053250059485435, -0.01174047403037548, 0.00219551264308393, 0.008369713090360165, 0.009464696981012821, 0.02207035757601261, 0.02767585776746273, 0.030263617634773254, 0.01888662949204445, 0.024032363668084145, -0.01830381341278553, 1.51823890209198]}"
simplegrid1,11,7,1,40,0.017337648198008537,0.01777585595846176,"{'weight_avg': [0.13769729435443878, 0.010882718488574028, 0.04005513712763786, -0.05032746121287346, -0.029547803103923798, 0.07968177646398544, 0.05003924295306206, 0.06631111353635788, 0.05877763405442238, 0.12387825548648834, -0.0002219074813183397, -0.07553178817033768], 'bias_avg': [0.017466748133301735, -0.009059980511665344, 0.0011006633285433054, 0.00965779460966587, 0.012339428067207336, 0.020859045907855034, 0.0282629132270813, 0.027176808565855026, 0.015020168386399746, 0.01790369488298893, -0.019510652869939804, 1.2376303672790527]}"
simplegrid1,11,7,1,0,0.05423412472009659,0.04240008071064949,"{'weight_avg': [0.10140865296125412, 0.018491346389055252, 0.05519379302859306, -0.04679211229085922, -0.03778115287423134, 0.07734130322933197, 0.04147753864526749, 0.062115807086229324, 0.03551261126995087, 0.10968383401632309, 0.005187801085412502, -0.04581429436802864], 'bias_avg': [0.02234978787600994, -0.004034081939607859, 0.001178321777842939, 0.017321210354566574, 0.010290922597050667, 0.02282297983765602, 0.016769105568528175, 0.011686176992952824, 0.012404813431203365, 0.0198065135627985, 0.0004473541339393705, -0.028571583330631256]}"
simplegrid1,11,7,0,80,0.016137205064296722,0.01574687287211418,"{'weight_avg': [0.02780795469880104, -0.011277695186436176, 0.032775238156318665, -0.09021308273077011, -0.00663172360509634, 0.11840849369764328, 0.005897743161767721, 0.046803489327430725, 0.16162946820259094, 0.13383923470973969, 0.05829625204205513, -0.11774604767560959], 'bias_avg': [-0.018301023170351982, -0.02973756194114685, 0.05433091148734093, 0.002386558335274458, 0.02708538994193077, -0.006193297449499369, 0.0067879194393754005, 0.03162476047873497, 0.013239765539765358, 0.0028863996267318726, 0.07788683474063873, -0.08934283256530762]}"
simplegrid1,11,7,0,20,0.01765168458223343,0.016732849180698395,"{'weight_avg': [0.019263863563537598, 0.022800030186772346, 0.047666285187006, -0.08038734644651413, -0.017905710265040398, 0.11932509392499924, 0.007247626781463623, 0.04939120635390282, 0.15601418912410736, 0.11863510310649872, 0.041531309485435486, -0.12398926168680191], 'bias_avg': [-0.013953919522464275, -0.026780378073453903, 0.049554724246263504, 0.002357069170102477, 0.033335018903017044, 0.005757174454629421, 0.009519870392978191, 0.03151887282729149, 0.0099543621763587, 0.007277841214090586, 0.06864611059427261, -0.07927683740854263]}"
simplegrid1,11,7,0,60,0.01682227849960327,0.015670374035835266,"{'weight_avg': [0.024243999272584915, -0.0060978545807302, 0.038459766656160355, -0.08422818779945374, -0.010426894761621952, 0.11975656449794769, 0.0064176879823207855, 0.04748907685279846, 0.16037766635417938, 0.13023237884044647, 0.05474791303277016, -0.11883310228586197], 'bias_avg': [-0.017960786819458008, -0.027440017089247704, 0.051771990954875946, 0.002452047308906913, 0.029140029102563858, -0.0003617320617195219, 0.00759656960144639, 0.029708046466112137, 0.012377569451928139, 0.005162660498172045, 0.07607042789459229, -0.08602750301361084]}"
